Integration Report
"No.","Type","Compound","Main Ion
 [M/Z]","R.Time
 [min.]","Expect.
 [min.]","St.Time
 [min.]","End Time
 [min.]","Height
","Area
 [a.u.*s]","QVal
","Flags"
29,"T","Methyl vinyl ketone",55,0,1.85973269144698,0,0,0,0,0," "
30,"","Hexane<N->",57.0999984741211,0,1.88000005086267,0,0,0,0,0," "
31,"","Furan, 3-methyl-",82.0999984741211,0,1.88038978576664,0,0,0,0,0," "
32,"","Ethyl acetate",61,0,1.88584632873539,0,0,0,0,0," "
33,"","Propane, 2-ethoxy-2-methyl-",59.0999984741211,0,1.90338528951013,0,0,0,0,0," "
34,"","1-Propanol, 2-methyl-",43.0999984741211,0,1.90416475931807,0,0,0,0,0," "
35,"","Isobutyronitrile",68,0,1.91468823750818,0,0,0,0,0," "
36,"","Cyclopentane, methyl-",56.0999984741211,0,1.92716039021814,0,0,0,0,0," "
37,"","1,3-Pentadiene, 2-methyl-, (E)-",67,0,1.95795097351078,0,0,0,0,0," "
38,"","Amylene Hydrate",59.0999984741211,0,1.96184857686365,0,0,0,0,0," "
39,"","2,4-Hexadiene, (Z,Z)-",67.0999984741211,0,1.97276166280115,0,0,0,0,0," "
40,"","4",79.0999984741211,0,1.9910802205404,0,0,0,0,0," "
41,"","Cyclopentene, 3-methyl-",67.0999984741211,0,2.01992200215662,0,0,0,0,0," "
42,"","Butanal, 3-methyl-",58.0999984741211,0,2.02187080383305,0,0,0,0,0," "
43,"","15",70,0,2.02342987060551,0,0,0,0,0," "
44,"","2-Propanone, 1-hydroxy-",43.0999984741211,0,2.03278401692712,0,0,0,0,0," "
45,"","25",87,0,2.03278401692712,0,0,0,0,0," "
46,"","Benzene",78.0999984741211,0,2.03278401692712,0,0,0,0,0," "
47,"","1-Butanol",56.0999984741211,0,2.05616925557459,0,0,0,0,0," "
48,"","Butanal, 2-methyl-",57.0999984741211,0,2.06162579854334,0,0,0,0,0," "
49,"","5",79,0,2.09943211873377,0,0,0,0,0," "
50,"","Hexane, 3-methyl-",43.0999984741211,0,2.10683746337895,0,0,0,0,0," "
51,"","1-Penten-3-ol",57.0999984741211,0,2.12476615905766,0,0,0,0,0," "
52,"","Butane, 2-methoxy-2-methyl-",73.0999984741211,0,2.12866363525395,0,0,0,0,0," "
53,"","6",66.9000015258789,0,2.14503351847335,0,0,0,0,0," "
54,"","2-Pentanone",43.0999984741211,0,2.16841862996424,0,0,0,0,0," "
55,"","Triethylamine",86.0999984741211,0,2.17075729370122,0,0,0,0,0," "
56,"T","Ethyl vinyl ketone",55,0,2.17582397460942,0,0,0,0,0," "
57,"","Formic acid, 2-methylpropyl ester",56.0999984741211,0,2.18128051757817,0,0,0,0,0," "
58,"","Propanoic acid",74.0999984741211,0,2.1832293192546,0,0,0,0,0," "
59,"","7",56.0999984741211,0,2.18868586222335,0,0,0,0,0," "
60,"","Pentandione<2,3->",57,0,2.20700454711918,0,0,0,0,0," "
61,"","Pentanal",58.0999984741211,0,2.21752777099614,0,0,0,0,0," "
62,"","Heptane",43.0999984741211,0,2.23000005086267,0,0,0,0,0," "
63,"","Ethyl furan<2->",81.0999984741211,0,2.31859512329106,0,0,0,0,0," "
64,"","2-Butanone, 3-hydroxy-",45.0999984741211,0,2.42406514485682,0,0,0,0,0," "
65,"","Propane, 2-methyl-2-(1-methylethoxy)-",59.0999984741211,0,2.51898854573573,0,0,0,0,0," "
66,"T","Ethoxy ethanol<2->",59,0,2.59070816040044,0,0,0,0,0," "
67,"","2-Propenoic acid, 2-methyl-, methyl ester",100.099998474121,0,2.60125528971359,0,0,0,0,0," "
68,"T","1-Pentene, 2,4,4-trimethyl-",57,0,2.62445882161464,0,0,0,0,0," "
69,"T","1-Butanol, 3-methyl-",55,0,2.68774083455409,0,0,0,0,0," "
70,"","11",96,0,2.72149124145513,0,0,0,0,0," "
71,"T","Butanenitrile, 2-methyl-",55,0,2.79110183715826,0,0,0,0,0," "
72,"","155",103,0,2.84383697509771,0,0,0,0,0," "
73,"","Cyclohexane, methyl-",83.0999984741211,0,2.93032251993821,0,0,0,0,0," "
74,"","Buten-1-ol<3-methyl-3->",56,0,3.08641840616868,0,0,0,0,0," "
75,"","1,3-Diazine",80,0,3.10962193806972,0,0,0,0,0," "
76,"","Pentane, 2,2,3-trimethyl-",57.0999984741211,0,3.20665461222337,0,0,0,0,0," "
77,"T","2-Propenoic acid",72,0,3.2973589579265,0,0,0,0,0," "
78,"","3-Penten-2-one, (E)-",69.0999984741211,0,3.39228210449226,0,0,0,0,0," "
79,"","Methyl Isobutyl Ketone",58.0999984741211,0,3.4154856363933,0,0,0,0,0," "
80,"T","Butanenitrile, 3-methyl-",43,0,3.44923604329434,0,0,0,0,0," "
81,"","2-Butenal, 2-methyl-",84.0999984741211,0,3.46400197347012,0,0,0,0,0," "
82,"","Pyridine",79,0,3.55470631917325,0,0,0,0,0," "
83,"","Disulfide, dimethyl",94,0,3.58634745279955,0,0,0,0,0," "
84,"","4-Penten-2-one, 4-methyl-",43.0999984741211,0,3.7255681355795,0,0,0,0,0," "
85,"","Pentane, 2,3,4-trimethyl-",43.0999984741211,0,3.73189646403002,0,0,0,0,0," "
86,"","Pentane, 2,3,3-trimethyl-",71.0999984741211,0,3.90275828043628,0,0,0,0,0," "
87,"","Penten-1-al<2E->",83,0,3.91752395629891,0,0,0,0,0," "
88,"","46",117,0,3.92596155802417,0,0,0,0,0," "
89,"","Propanoic acid, 2-methyl-",43.0999984741211,0,3.92596155802417,0,0,0,0,0," "
90,"","99",117,0,3.92596155802417,0,0,0,0,0," "
91,"","Pyrrole",67.0999984741211,0,3.95971196492521,0,0,0,0,0," "
92,"","1-Heptene, 4-methyl-",70.0999984741211,0,4.00611902872729,0,0,0,0,0," "
93,"","Hexane, 2,3-dimethyl-",70.0999984741211,0,4.08838577270516,0,0,0,0,0," "
94,"","Pentanal, 2-methyl-",58.0999984741211,0,4.13690210978198,0,0,0,0,0," "
95,"","Furan, tetrahydro-2,2,5,5-tetramethyl-",113.099998474121,0,4.20229365030933,0,0,0,0,0," "
96,"","1-Pentanol",55.0999984741211,0,4.31409200032561,0,0,0,0,0," "
97,"","Heptane, 4-methyl-",71.0999984741211,0,4.34573313395191,0,0,0,0,0," "
98,"","2-Penten-1-ol, (E)-",57,0,4.38792114257821,0,0,0,0,0," "
99,"","Hexane, 3,4-dimethyl-",56.0999984741211,0,4.44276580810556,0,0,0,0,0," "
100,"","Pentenol<2Z->",57.0999984741211,0,4.45964101155608,0,0,0,0,0," "
101,"","63",43.0999984741211,0,4.47440694173186,0,0,0,0,0,"D"
102,"","Heptane, 3-methyl-",57.0999984741211,0,4.57987721761077,0,0,0,0,0," "
103,"T","Propyl aldoxime, 2-methyl-, anti-",70,0,4.60308074951181,0,0,0,0,0," "
104,"","12",56,0,4.64526875813811,0,0,0,0,0," "
105,"T","2-Buten-1-ol, 2-methyl-",71,0,4.73597310384124,0,0,0,0,0," "
106,"","Cyclobutene, 1,2,3,4-tetramethyl-",95.0999984741211,0,4.74230143229176,0,0,0,0,0," "
107,"","Toluene",91.0999984741211,4.93461659749359,4.9000000000001,4.78641662597666,5.17346343994151,168176.703125,1567049.42321566,99.7756652832031,"M"
108,"","Hexane, 2,2,4-trimethyl-",57.0999984741211,0,4.93636678059906,0,0,0,0,0," "
109,"T","2,4-Pentanedione",85,0,4.96589813232432,0,0,0,0,0," "
110,"","2-Butenal, 3-methyl-",84.0999984741211,0,4.97644551595062,0,0,0,0,0,"D"
111,"","Butanoic acid",60,0,5.03339945475271,0,0,0,0,0," "
112,"","3-Hexanone",57.2000007629395,0,5.06504007975271,0,0,0,0,0,"D"
113,"","1-Heptene, 2-methyl-",56.0999984741211,0,5.12832234700531,0,0,0,0,0," "
114,"","2-Hexanone",43.0999984741211,0,5.17894795735687,0,0,0,0,0," "
115,"","Cyclopentanone",55.0999984741211,5.47795003255219,5.1852762858074,5.28185373942068,5.54590098063162,1005.74407958984,8595.14047756016,93.2145767211914,"QM"
116,"","Heptane, 3-methylene-",70.0999984741211,0,5.2274642944337,0,0,0,0,0," "
117,"","Methyl pyruvate",43.0999984741211,0,5.24223022460948,0,0,0,0,0," "
118,"","2-Octene, (Z)-",83.0999984741211,0,5.31395009358735,0,0,0,0,0," "
119,"","3-Pentanone, 2,4-dimethyl-",43.0999984741211,0,5.41309204101573,0,0,0,0,0," "
120,"","36",133,0,5.42785797119151,0,0,0,0,0," "
121,"","72",84,0,5.54224700927745,0,0,0,0,0,"D"
122,"","3-Penten-2-one, 4-methyl-",83.0999984741211,0,5.55858256022147,0,0,0,0,0," "
123,"","Hexanal",56.0999984741211,5.63318328857433,5.55858256022147,5.52028350830089,5.7390335083009,1839,11740.5525,98.0637130737305," "
124,"","8",70.0999984741211,0,5.59778900146496,0,0,0,0,0," "
125,"T","2-Hexene, 3,5-dimethyl-",70,0,5.67184499104829,0,0,0,0,0," "
126,"","3-Octene, (E)-",70.0999984741211,0,5.81669057210298,0,0,0,0,0," "
127,"","13",70,0,5.82104644775402,0,0,0,0,0," "
128,"","140",44,0,5.85589650472017,0,0,0,0,0,"D"
129,"","1H-Pyrrole, 1-ethyl-",80.0999984741211,0,5.89619191487642,0,0,0,0,0," "
130,"","3-Furaldehyde",95,0,5.90054829915376,0,0,0,0,0," "
131,"","Hexane, 2,3,5-trimethyl-",85.1999969482422,0,5.93104197184257,0,0,0,0,0," "
132,"","Butyl acetate",56.0999984741211,0,5.93539835611991,0,0,0,0,0," "
133,"T","Heptane, 2,4-dimethyl-",85,0,6.13251851399752,0,0,0,0,0," "
134,"","66",98,0,6.28498687744153,0,0,0,0,0," "
135,"","2-Cyclopenten-1-one",82,6.51523335774753,6.33399505615247,6.49534505208346,6.65289306640638,500,1201.98550000001,95.3542251586914,"QM"
136,"","22",98.0999984741211,0,6.33835093180351,0,0,0,0,0," "
137,"","Furfural",96,6.55756683349622,6.35686492919935,6.48131459554049,6.7096343994142,1328,10649.9935,99.5478744506836,"M"
138,"","Dimethyl Sulfoxide",63,0,6.36122131347669,0,0,0,0,0," "
139,"","18",57.0999984741211,0,6.42983245849622,0,0,0,0,0," "
140,"","1H-Pyrrole, 2-methyl-",80,0,6.55180714925143,0,0,0,0,0," "
141,"","2,4-Dimethyl-1-heptene",70.0999984741211,0,6.57576649983737,0,0,0,0,0," "
142,"","Isovaleric acid",60,0,6.60408223470065,0,0,0,0,0," "
143,"","1-Hexen-3-yne, 2,5,5-trimethyl-",107.099998474121,0,6.63130849202487,0,0,0,0,0," "
144,"T","Cyclohexane, 1,2,4-trimethyl-",55,0,6.63457590738946,0,0,0,0,0," "
145,"","Benzene, chloro-",111.900001525879,0,6.6639806111655,0,0,0,0,0," "
146,"","2-Hexenal, (E)-",83.0999984741211,0,6.83387400309258,0,0,0,0,0," "
147,"","Butanoic acid<2-methyl->",74,0,6.8502100626629,0,0,0,0,0," "
148,"","2-Furanmethanol",98,0,6.93733520507826,0,0,0,0,0,"D"
149,"","3-Hexen-1-ol, (Z)-",67,0,6.96891784667983,0,0,0,0,0," "
150,"","73",43.0999984741211,0,6.97654113769545,0,0,0,0,0,"D"
151,"T","Butyl aldoxime, 3-methyl-, syn-",59,0,7.03752899169936,0,0,0,0,0," "
152,"","10",109.099998474121,0,7.04515228271498,0,0,0,0,0," "
153,"","Ethylbenzene",91.0999984741211,7.122083536784,7.06039886474623,7.03035024007175,7.19264984130874,1015,5882.10299999998,97.5724792480469," "
154,"T","Hexenol<2E->",57,0,7.16386006673191,0,0,0,0,0," "
155,"T","Butyl aldoxime, 2-methyl-, syn-",73,0,7.16386006673191,0,0,0,0,0," "
156,"T","Octane, 4-methyl-",85,0,7.18999735514337,0,0,0,0,0," "
157,"","146",43,0,7.25098470052098,0,0,0,0,0," "
158,"","p-Xylene",91,7.3196665445965,7.2836568196616,7.24910024007176,7.41844991048192,1709.03002929688,9449.84943720973,97.6296234130859,"M"
159,"","2(3H)-Furanone, 5-methyl-",55,0,7.29128011067723,0,0,0,0,0," "
160,"","1-Hexanol",56.0999984741211,0,7.29128011067723,0,0,0,0,0," "
161,"","74",43.0999984741211,0,7.30761617024754,0,0,0,0,0," "
162,"T","Hexenol<2Z->",57,0,7.41652221679702,0,0,0,0,0," "
163,"T","Isopentyl acetate",70,0,7.44048156738296,0,0,0,0,0," "
164,"T","Butyl aldoxime, 2-methyl-, anti-",43,0,7.44048156738296,0,0,0,0,0," "
165,"T","Cyclopentanone, 2-methyl-",55,0,7.54612070719416,0,0,0,0,0,"D"
166,"T","Heptanol<4->",55,0,7.57661437988296,0,0,0,0,0," "
167,"T","Butyl aldoxime, 3-methyl-, anti",59,0,7.64304707845067,0,0,0,0,0," "
168,"","2-Cyclopentene-1,4-dione",96,0,7.68878784179703,0,0,0,0,0,"D"
169,"","Pentanoic acid",60.0999984741211,0,7.72037048339859,0,0,0,0,0," "
170,"","3-Heptanone",57.0999984741211,7.78538309733089,7.77264556884781,7.74305013020849,7.84183349609391,1341,4532.17449999999,98.9892272949219," "
171,"T","Pentane, 1-nitro-",43,7.89828338623063,7.77373453776057,7.84183349609391,7.99001668294287,950.263671875,2646.42992825492,98.8100280761719,"M"
172,"","Styrene",104.099998474121,7.92651672363297,7.8673940022788,7.84888356526708,8.02530008951839,1420,6512.1745,96.1686553955078,"Q"
173,"","Heptanone<2->",58,7.91944986979182,7.8673940022788,7.84183349609391,7.98296661376969,746,2845.62150000001,96.9648284912109," "
174,"","Cyclohexanone",98.0999984741211,0,7.91531270345068,0,0,0,0,0,"D"
175,"","o-Xylene",91.0999984741211,0,7.93055928548193,0,0,0,0,0,"D"
176,"","28",99,0,8.04273274739599,0,0,0,0,0," "
177,"","2-Propenoic acid, butyl ester",55,7.9053334554038,8.06521606445329,7.82413889567073,7.94558308919287,401.110107421875,1066.1664805652,96.3320617675781,"QM"
178,"","Heptenal<4Z->",68,0,8.11859385172542,0,0,0,0,0," "
179,"","Heptanal",70.0999984741211,8.19464975992855,8.16876881917334,8.12408345540381,8.28638356526709,1538,6689.79899999999,93.4163589477539,"Q"
180,"","62",96.0999984741211,0,8.31609090169287,0,0,0,0,0,"D"
181,"","141",68,8.38516642252621,8.40683288574236,8.32166646321631,8.49101664225277,3162,10195.376,97.5513153076172," "
182,"","Butyl propanoate",57.0999984741211,0,8.41537322998064,0,0,0,0,0,"D"
183,"","Butyrolactone",42.0999984741211,8.71681620279965,8.44846750895199,8.67620849609392,8.7672190348309,1107.90173339844,3779.93999129935,98.9360427856445,"QM"
184,"","2-Acetylfuran",95,0,8.45273793538428,0,0,0,0,0," "
185,"","2(5H)-Furanone",55,8.92851664225278,8.5029129028322,8.80353698730486,8.97194417317726,462.176300048828,1870.28411345846,99.234619140625,"M"
186,"","Amyl acetate",70.1999969482422,0,8.56696573893246,0,0,0,0,0," "
187,"","2-Cyclohexen-1-ol",70,0,8.60112711588559,0,0,0,0,0," "
188,"T","2-Cyclopenten-1-one, 2-hydroxy-",98,0,8.73030192057309,0,0,0,0,0,"D"
189,"T","2,5-Hexanedione",99,0,8.75912577311215,0,0,0,0,0," "
190,"","1,2-Cyclopentanedione",98.0999984741211,9.01318359375018,8.80289510091163,8.97084960937518,9.219924926758,1242.19067382813,8131.8510710936,91.4605712890625,"QM"
191,"","Cumene",105,0,8.84452921549497,0,0,0,0,0," "
192,"","Hexanoic acid, methyl ester",74,0,8.8669484456382,0,0,0,0,0," "
193,"","156",132.899993896484,0,8.89363708496112,0,0,0,0,0," "
194,"T","Cyclohexane, propyl-",83,0,8.93740641276059,0,0,0,0,0," "
195,"","30",58.0999984741211,0,9.00039265950539,0,0,0,0,0,"D"
196,"T","Pinene<alpha->",93,0,9.02601318359393,0,0,0,0,0," "
197,"","Formamide, N,N-diethyl-",101.099998474121,9.30956624348977,9.18614705403664,9.23900044759133,9.4795684814455,12858.15625,42405.6004346365,97.7442016601563,"M"
198,"","2-Heptanone, 4-methyl-",58.0999984741211,0,9.25767313639341,0,0,0,0,0,"D"
199,"T","Camphene",93,0,9.47225036621113,0,0,0,0,0," "
200,"","gamma-Valerolactone",56.0999984741211,0,9.68042399088561,0,0,0,0,0," "
201,"","2-Heptanone, 6-methyl-",58.0999984741211,0,9.74874674479186,0,0,0,0,0," "
202,"T","Heptan-2-ol<6-methyl-",97,0,9.82881368001322,0,0,0,0,0,"D"
203,"","Benzaldehyde",106,9.97991638183614,9.88539428710957,9.92346700032572,10.1290751139325,2735,10087.7960000001,98.5226516723633,"M"
204,"","Benzene, 1-ethyl-4-methyl-",105.099998474121,0,9.93877156575541,0,0,0,0,0," "
205,"","Benzene, 1-ethyl-3-methyl-",105.099998474121,0,9.97613627115905,0,0,0,0,0," "
206,"","5-methylfurfural",110,0,9.99535217285176,0,0,0,0,0," "
207,"","82",96,0,10.0145680745445,0,0,0,0,0," "
208,"","Glycerin",61,0,10.1202555338544,0,0,0,0,0," "
209,"","Benzene, 1,3,5-trimethyl-",105,0,10.1512145996096,0,0,0,0,0," "
210,"T","2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl-",71,0,10.1554850260419,0,0,0,0,0,"D"
211,"","Dimethyl trisulfide",125.900001525879,0,10.1629577636721,0,0,0,0,0," "
212,"T","beta-Pinene",93,0,10.2152679443361,0,0,0,0,0," "
213,"","Heptanol<N->",70,0,10.2504974365236,0,0,0,0,0," "
214,"T","Benzene, 1-ethyl-2-methyl-",105,0,10.3038747151695,0,0,0,0,0," "
215,"","1-Hexene, 3,5-dimethyl-",57,0,10.3561848958335,0,0,0,0,0," "
216,"T","Octen-3-one<1->",55,10.480916341146,10.3636576334637,10.4385833740236,10.5444163004559,396.946411132813,236.199159107341,95.2069778442383,"QM"
217,"","3-Methyl-2(5H)-furanone  ",41.0999984741211,0,10.4437235514325,0,0,0,0,0,"D"
218,"T","2,3-Octanedione",99,0,10.4522644042971,0,0,0,0,0," "
219,"","Heptanol<2,6-dimethyl-2->",59.0999984741211,0,10.4971018473309,0,0,0,0,0," "
220,"","Octen-3-ol<1->",57,0,10.534465535482,0,0,0,0,0," "
221,"","Hexanoic acid",60.0999984741211,0,10.6027893066408,0,0,0,0,0," "
222,"","101",103,0,10.633748372396,0,0,0,0,0,"D"
223,"","57",191,0,10.6444244384768,0,0,0,0,0,"D"
224,"","Phenol",94,10.742000325521,10.6903289794924,10.699666341146,11.0087158203127,565.345825195313,5581.02029313915,96.6177291870117,"M"
225,"T","2-Propenoic acid, 2-methyl-, butyl ester",69,0,10.6903289794924,0,0,0,0,0,"D"
226,"","Octanone<3->",72,0,10.7170176188153,0,0,0,0,0,"D"
227,"T","Cineole<dehydro-1,8->",109,0,10.7191528320315,0,0,0,0,0," "
228,"","Hepten-2-one<6-methyl-5->",108.099998474121,10.7490661621096,10.7276926676434,10.6926005045575,10.8125671386721,1046,3138.05000000001,91.8210906982422,"QM"
229,"","2-Hydroxy-gamma-butyrolactone",57.0999984741211,0,10.754382324219,0,0,0,0,0," "
230,"","37",69,0,10.7629221598309,0,0,0,0,0,"D"
231,"","2-Heptanone, 4,6-dimethyl-",58.0999984741211,0,10.8419209798179,0,0,0,0,0,"D"
232,"","2-Octanone",58.0999984741211,0,10.8493937174481,0,0,0,0,0," "
233,"","Myrcene",93.0999984741211,0,10.8643402099612,0,0,0,0,0," "
234,"","24",93,0,10.8803527832033,0,0,0,0,0," "
235,"","Pentyl furan<2->",81,10.876067097982,10.8846232096356,10.833733113607,10.9184163411461,1217,2981.35500000007,97.1383514404297," "
236,"","Linalool oxide<dehydroxy-trans->",67.0999984741211,10.7490661621096,10.9070424397789,10.7137837727867,10.8125671386721,606,1766.81900000001,95.4422225952148,"Q"
237,"","1,2,4-Trimethylbenzene",105.099998474121,11.10893351237,10.9145151774091,11.052483113607,11.1583333333336,1676,4719.13150000007,95.975212097168,"Q"
238,"","43",66.8000030517578,0,11.0212839762372,0,0,0,0,0,"D"
239,"","Butyl butanoate",71.0999984741211,0,11.0212839762372,0,0,0,0,0," "
240,"","152",114,0,11.0277109781903,0,0,0,0,0," "
241,"","83",81,0,11.0362792968752,0,0,0,0,0," "
242,"","112",112,0,11.0630564371747,0,0,0,0,0," "
243,"","32",99.0999984741211,0,11.1262502034507,0,0,0,0,0," "
244,"T","Hexenyl acetate<3Z->",67,11.3488505045575,11.142316691081,11.3065165201825,11.4052998860679,1195,2544.516,94.4918441772461,"Q"
245,"T","Phellandrene<alpha->",93,0,11.142316691081,0,0,0,0,0," "
246,"","Octanal",56.0999984741211,11.2218332926435,11.1862314860028,11.1583333333336,11.3119740804039,3361.50708007813,10938.6790972664,92.4493713378906,"QM"
247,"T","Linalool oxide<dehydroxy-cis->",67,0,11.2044403076174,0,0,0,0,0," "
248,"T","Carene<delta-3->",93,0,11.3286855061851,0,0,0,0,0," "
249,"","121",128,0,11.4272257486981,0,0,0,0,0," "
250,"","trans-2-trans-4-Heptadienal",81,0,11.4454345703127,0,0,0,0,0," "
251,"T","Hexyl acetate",56,0,11.5161254882815,0,0,0,0,0," "
252,"T","Terpinene<alpha->",93,0,11.5439737955731,0,0,0,0,0,"D"
253,"T","Benzyl chloride",91,0,11.5471872965497,0,0,0,0,0," "
254,"","38",85.0999984741211,0,11.5546844482424,0,0,0,0,0,"D"
255,"T","Hexenyl acetate<2E->",43,11.2147837320966,11.5782491048179,11.1724334716799,11.2924001057945,4181,13673.4910000002,92.7994384765625,"QM"
256,"","75",81.0999984741211,0,11.6103810628258,0,0,0,0,0," "
257,"","4-Cyanocyclohexene",54.0999984741211,11.694616699219,11.6639353434247,11.6452168782554,11.7722330729169,754,2574.62799999997,97.7687454223633,"Q"
258,"","52",70.0999984741211,0,11.6682200113935,0,0,0,0,0," "
259,"","39",85,0,11.6971394856773,0,0,0,0,0," "
260,"","102",111.099998474121,0,11.7346272786461,0,0,0,0,0,"D"
261,"T","Cymene<para->",119,0,11.7656880696617,0,0,0,0,0," "
262,"","1,2,3-Trimethylbenzene",105.099998474121,0,11.806389363607,0,0,0,0,0," "
263,"","64",93.0999984741211,12.0333170572919,11.806389363607,11.9839162190758,12.0827168782555,1003,3218.87699999995,96.4240493774414," "
264,"T","Benzenemethanamine, N,N-dimethyl-",58,0,11.9220672607424,0,0,0,0,0," "
265,"T","Indane",117,0,12.0152516682945,0,0,0,0,0," "
266,"","Limonene",93.0999984741211,12.0333170572919,12.0323883056643,11.9627502441409,12.0897664388023,1003,3648.55799999997,92.5012283325195,"QM"
267,"","1-Hexanol, 2-ethyl-",57.0999984741211,12.0191996256513,12.0698771158857,11.9627502441409,12.1130615234377,3168.390625,10815.7067608184,95.1311111450195,"QM"
268,"","Eucalyptol",108.099998474121,0,12.1073649088544,0,0,0,0,0," "
269,"","Cyclohexanone, 2,2,6-trimethyl-",82.0999984741211,0,12.1941223144534,0,0,0,0,0," "
270,"","Benzyl Alcohol",79,12.3085164388023,12.1941223144534,12.2591166178388,12.3508504231773,202.874603271484,438.760216101563,94.3977203369141,"QM"
271,"T","Ocimene<(Z)-beta->",93,0,12.2016204833987,0,0,0,0,0," "
272,"","2(5H)-Furanone, 5-ethyl-",83,0,12.245534261068,0,0,0,0,0," "
273,"","173",43,0,12.3215820312502,0,0,0,0,0," "
274,"","2-Pyrrolidinone, 1-methyl-",99.0999984741211,0,12.329079182943,0,0,0,0,0," "
275,"","Cyclohexanone, 3,3,5-trimethyl-",83,12.3508504231773,12.3333638509117,12.2944000244143,12.4072998046877,1791,5427.16299999999,97.1470260620117," "
276,"","Ocimene<(E)-beta->",93,0,12.344074503581,0,0,0,0,0," "
277,"T","Lavender Lactone",111,0,12.3579986572268,0,0,0,0,0," "
278,"","147",113,0,12.3622833251956,0,0,0,0,0," "
279,"","Salicylaldehyde",121.900001525879,0,12.4597513834638,0,0,0,0,0," "
280,"","Benzeneacetaldehyde",91.0999984741211,0,12.4822448730471,0,0,0,0,0," "
281,"","58",69.0999984741211,0,12.490813191732,0,0,0,0,0," "
282,"","Indene",115,0,12.5047373453779,0,0,0,0,0," "
283,"","84",43.0999984741211,0,12.5165191650393,0,0,0,0,0,"D"
284,"","1H-Pyrrole-2-carboxaldehyde, 1-ethyl-",123.099998474121,0,12.6632578531904,0,0,0,0,0," "
285,"T","Bergamal",82,0,12.6696848551435,0,0,0,0,0,"D"
286,"","Hexalactone<gamma->",85,0,12.7907165527346,0,0,0,0,0," "
287,"","89",84.1999969482422,0,12.7982147216799,0,0,0,0,0,"D"
288,"","65",58,0,12.843200683594,0,0,0,0,0," "
289,"T","Terpinene<gamma->",93,0,12.8881856282555,0,0,0,0,0," "
290,"","9",59.0999984741211,0,12.9149627685549,0,0,0,0,0," "
291,"T","Decane, 4-methyl-",71,0,12.9203186035159,0,0,0,0,0," "
292,"","40",93.0999984741211,0,12.9824412027997,0,0,0,0,0," "
293,"","17",82.0999984741211,0,12.9942230224612,0,0,0,0,0," "
294,"","Acetylpyrrole<2->",94,0,13.0167154947919,0,0,0,0,0," "
295,"T","Benzene, 2-ethyl-1,4-dimethyl-",119,0,13.0338531494143,0,0,0,0,0," "
296,"T","Decane, 2-methyl-",57,0,13.0434926350914,0,0,0,0,0," "
297,"","103",107,0,13.124895222982,0,0,0,0,0," "
